,url,link_text,tokens,token_values
94902400,www.stadt-zuerich.ch/geodaten/download/1676,Quellstränge und Zuleitungen zur Brunnenstube (OGD) (kantonaler Datensatz),brunnenstube__quellstränge__zuleitunge__-schutzareale__anzeigenquellstränge__zuleitung__dateninhalt__23.10.2018achtung__grundwasserschutzzon__öreb,0.34950325064808374__0.2330021670987225__0.2330021670987225__0.12283346555624983__0.12283346555624983__0.12283346555624983__0.11972174527418375__0.11650108354936126__0.11650108354936126__0.10119066931422896
94902498,www.stadt-zuerich.ch/geodaten/download/169,Waldrandförderung (OGD) (kantonaler Datensatz),waldrandförderung__wald__b6__angapssen__anzeigenwaldrandförderung__aufnahmeschlüssel__weps__objekte__periodischen__waldränd,0.16569042993686936__0.09332818593369706__0.08734824217333322__0.08734824217333322__0.08734824217333322__0.08734824217333322__0.08734824217333322__0.08734824217333322__0.08734824217333322__0.08734824217333322
94902299,www.stadt-zuerich.ch/geodaten/download/170,Landwirtschaftliche Nutzungsflächen (OGD) (kantonaler Datensatz),betriebsnummer__nutzungsfläch__landwirtschaftlich__fläche__bewirtschaften__darstellungskategori__kompatibel__naturschutzverträg__reiter__bewirtschafterinn,0.19410720482962934__0.1841004777076326__0.1413373243701939__0.1293069828705386__0.11585462015115801__0.09705360241481467__0.09705360241481467__0.09705360241481467__0.09705360241481467__0.09705360241481467
94902500,www.stadt-zuerich.ch/geodaten/download/172,Wärme (OGD) (kantonaler Datensatz),anzeigenwärme__minergiefläch__rohrleitungsgebunden__wärme__dateninhalt__01.01.2017achtung__abwärmequelle__gemeinde__abgerufen__ogd,0.11072312388168999__0.11072312388168999__0.11072312388168999__0.11069184862235139__0.1079181929232079__0.10501506122759324__0.09309213738701429__0.08796276682061675__0.0867369902195119__0.08653817612221307
94902273,www.stadt-zuerich.ch/geodaten/download/173,Kantonaler Richtplan (OGD) (kantonaler Datensatz),richtplan__wiederherzustellend__are__kantonaler__ogd__gewässerüberlagernde__schiffahrt__anzeigenkantonaler__aushubablagerung__deponienstrassenverkehr,0.15769446440026277__0.1526474135067959__0.09560806381270236__0.09278367493628684__0.0894787937574339__0.07632370675339795__0.07632370675339795__0.07632370675339795__0.07632370675339795__0.07632370675339795
94902339,www.stadt-zuerich.ch/geodaten/download/176,Ökomorphologische Erhebung der Fliessgewässer (OGD) (kantonaler Datensatz),fliessgewässer__ersterhebung__km__erhebung__gewässer__intensivierung__neuerhebung__funktionsfähigkeit__morphologisch__11.01.2022achtung,0.15635931731980876__0.1288744556655736__0.12853971131388403__0.07796848387871948__0.07471009749737804__0.0644372278327868__0.0644372278327868__0.0644372278327868__0.0644372278327868__0.0644372278327868
94902292,www.stadt-zuerich.ch/geodaten/download/177,Kunstbauten (OGD) (kantonaler Datensatz),kunstbaut__licht__wanderwegnetz__anzeigenkunstbauten__durchläß__staatsstrassennetzes__tagbautunnel__weite__übersichtskarte__wanderweg,0.1759857175298991__0.13262244455997327__0.11393248979130419__0.11393248979130419__0.11393248979130419__0.11393248979130419__0.11393248979130419__0.11393248979130419__0.10389246227918891__0.10066128886101766
94902414,www.stadt-zuerich.ch/geodaten/download/178,Relief Digitales Terrainmodell (DTM) - 2017/2018 (OGD) (kantonaler Datensatz),terrainmodell__relief__digitales__dtm__dateninhalt__31.12.2019achtung__hillshade__anzeigenrelief__swisssurface3d__ogd,0.2760649265899897__0.20191233788804408__0.17380347726137593__0.17257237709608342__0.12560969995979934__0.11386276936738064__0.10835314351603303__0.10835314351603303__0.10423954487987251__0.1007247623717562
94902165,www.stadt-zuerich.ch/geodaten/download/182,Erdwärmesonden (OGD) (kantonaler Datensatz),erdwärmesondenbohrung__mastersonde__wärmepumpe__parzelle__erdwärmesonden-wärmepumpenanlag__anzeigenerdwärmesonden__sonde__erdwärmesond__ogd__esri,0.29665440738113164__0.29665440738113164__0.20806116000082142__0.20151075320377__0.14832720369056582__0.14832720369056582__0.1352562244766799__0.11619483595444045__0.11592850008824769__0.10205507671590494
94902406,www.stadt-zuerich.ch/geodaten/download/183,Raumplanungsregionen (OGD) (kantonaler Datensatz),anzeigenraumplanungsregion__rpr:-__unterland__raumplanungsregion__ogd__esri__downloadservice-schnittstellenwfs__fil__geodatabase__shapefil,0.18282190222325556__0.18282190222325556__0.17339696156184__0.17339696156184__0.14288861638784017__0.12578881548704562__0.09572551327115639__0.080917836197507__0.08037815537111365__0.07959285639673051
94902218,www.stadt-zuerich.ch/geodaten/download/185,Gewässerraum (OGD) (kantonaler Datensatz),gewässerraum__gschv__gewässernutzung__wwg__anlage__gewährleistung__überwiegend__festlegung__interesse__gewässer,0.47190312323791905__0.1990213112810124__0.0943806246475838__0.0856139230758815__0.08150927319989684__0.07403722101503915__0.06920623647327971__0.06410046420182369__0.06347559046838588__0.057687543637215954
94902176,www.stadt-zuerich.ch/geodaten/download/186,Feuerwehr (OGD) (kantonaler Datensatz),anzeigenfeuerwehr__ogd__feuerwehr__esri__downloadservice-schnittstellenwfs__fil__geodatabase__shapefil__geopackage__separated,0.20157286655384588__0.1575438590942853__0.1393380437958544__0.13869023246007595__0.10554351463230063__0.08921710144853336__0.08862206874250991__0.08775622628357466__0.08546021233661663__0.082668502710677
94902231,www.stadt-zuerich.ch/geodaten/download/187,Historische Karte J. Wild (~1850) (OGD) (kantonaler Datensatz),wild__j.__schwarz__darstellen__aequidistanz__höhepunkten__symbolisieren__gemeindename__sümpfe__umrisslinie,0.11780013458826591__0.09123446378644955__0.07853342305884395__0.06064572887939257__0.058232161448888806__0.058232161448888806__0.058232161448888806__0.058232161448888806__0.058232161448888806__0.058232161448888806
94902186,www.stadt-zuerich.ch/geodaten/download/2,Fruchtfolgeflächen (OGD) (kantonaler Datensatz),fff__mindestumfang__feldprüfung__20.12.2023achtung__anzeigenfruchtfolgefläch__dateninhalt__vorgegebenen__fruchtfolgefläch__fruchtfolgeflächen__ogd,0.1682130606781988__0.10209534799480506__0.10209534799480506__0.10209534799480506__0.10209534799480506__0.09950898308503585__0.09020297313519765__0.08783766133759272__0.08257937971002888__0.07979494161918348
94902111,www.stadt-zuerich.ch/geodaten/download/20001,Basisplan 1:2500 farbig (OGD) (kantonaler Datensatz),1:2500__bp-av__basisplan__vermessung__farbig__graphics__portable__neralisiern__rasterform__regionen1:10'000,0.1575512065332755__0.14526465394457175__0.14233412826616823__0.11609369880237022__0.11196740171597706__0.07263232697228587__0.07263232697228587__0.07263232697228587__0.07263232697228587__0.07263232697228587
94902112,www.stadt-zuerich.ch/geodaten/download/20002,Basisplan 1:2500 schwarz/weiss (OGD) (kantonaler Datensatz),1:2500__bp-av__basisplan__schwarz__vermessung__weiss__massstabsbereich:1:2'500__neralisiern__hintergrundplan__datenbereitstellung,0.15416300854331258__0.14214068289200033__0.13927317927119687__0.11400013024670895__0.11359706011844828__0.1027604141767478__0.07107034144600016__0.07107034144600016__0.07107034144600016__0.07107034144600016
94902113,www.stadt-zuerich.ch/geodaten/download/20003,Basisplan 1:5000 farbig (OGD) (kantonaler Datensatz),bp-av__1:5000__basisplan__vermessung__farbig__graphics__portable__neralisiern__rasterform__regionen1:10'000,0.14526465394457175__0.14233412826616823__0.14233412826616823__0.11609369880237022__0.11196740171597706__0.07263232697228587__0.07263232697228587__0.07263232697228587__0.07263232697228587__0.07263232697228587
94902114,www.stadt-zuerich.ch/geodaten/download/20004,Basisplan 1:5000 schwarz/weiss (OGD) (kantonaler Datensatz),bp-av__basisplan__1:5000__schwarz__vermessung__weiss__massstabsbereich:1:2'500__neralisiern__hintergrundplan__datenbereitstellung,0.14214068289200033__0.13927317927119687__0.13927317927119687__0.11400013024670895__0.11359706011844828__0.1027604141767478__0.07107034144600016__0.07107034144600016__0.07107034144600016__0.07107034144600016
94902109,www.stadt-zuerich.ch/geodaten/download/20005,Basisplan 1:10000 farbig (OGD) (kantonaler Datensatz),1:10000__bp-av__basisplan__vermessung__farbig__graphics__portable__neralisiern__rasterform__regionen1:10'000,0.1575512065332755__0.14526465394457175__0.14233412826616823__0.11609369880237022__0.11196740171597706__0.07263232697228587__0.07263232697228587__0.07263232697228587__0.07263232697228587__0.07263232697228587
94902110,www.stadt-zuerich.ch/geodaten/download/20006,Basisplan 1:10000 schwarz/weiss (OGD) (kantonaler Datensatz),bp-av__basisplan__schwarz__vermessung__weiss__1:10000en__1:10000__regionen1:10'000__rasterform__portable,0.14214068289200033__0.13927317927119687__0.11400013024670895__0.11359706011844828__0.1027604141767478__0.08453055694193537__0.07708150427165629__0.07107034144600016__0.07107034144600016__0.07107034144600016
94902427,www.stadt-zuerich.ch/geodaten/download/202,SchweizMobil-Routen (OGD) (kantonaler Datensatz),skatingrout__grundgeometrie__strasseninspektorat__anzeigenschweizmobil-routen__dateninhalt__geodatenelement__schweizmobil-routen__grunddatensatz__velonetzplan__schweizmobil,0.20157286655384588__0.20157286655384588__0.10078643327692294__0.10078643327692294__0.09823322689163795__0.09559063265588616__0.09559063265588616__0.09559063265588616__0.09190487047774404__0.09190487047774404
94902275,www.stadt-zuerich.ch/geodaten/download/205,Kataster der belasteten Standorte (KbS) (OGD) (kantonaler Datensatz),kbs__belasten__kataster__anzeigenkataster__dateninhalt__32c__schüttung__ablagerungsstandorten__altlasten-verordnung__art.5,0.28297025910252765__0.23037316990626633__0.1673319009913743__0.10343870783684195__0.10081831180983894__0.09810617562051474__0.09810617562051474__0.09810617562051474__0.09810617562051474__0.09810617562051474
94902328,www.stadt-zuerich.ch/geodaten/download/206,"Notariats-, Grundbuch- und Konkursamtskreise (OGD) (kantonaler Datensatz)",konkursamtskreis__12.08.2019achtung__anzeigennotariats-__dateninhalt__konkursämter__zuständigkeitsgebiet__notariate__ogd__esri__metadat,0.2813611074399668__0.14832720369056582__0.14832720369056582__0.14456965467071245__0.1406805537199834__0.12470833499015122__0.11798951173976209__0.11592850008824769__0.10205507671590494__0.09245090361993377
94902272,www.stadt-zuerich.ch/geodaten/download/211,Kantonale Fördergebiete für den ökologischen Ausgleich(BFF) und Objekte von überkommunaler Bedeutung (OGD) (kantonaler Datensatz),fördergebiet__überkommunal__ausgleich__bedeutung__objekt__kant__bff__ökologisch__schutzverordnungen__kantonal,0.27153711732060737__0.207094419749587__0.18398506832671271__0.13554820721168503__0.1230494684335384__0.11911123932727256__0.1129707476842291__0.10634254918145478__0.10247727156052483__0.09825379455308841
94902206,www.stadt-zuerich.ch/geodaten/download/219,Geländepunkte für Lärmberechnungen Strassen-/Bahnlärm (OGD) (kantonaler Datensatz),höhentoleranz__strassen-/bahnlärm__lärmberechnung__m__anzeigengeländepunkte__ausgedünnt__bahnachse__geländepunkte__höhenpunkte__digitale,0.3082879135529407__0.2923948763591812__0.2723776051533419__0.15881932547652022__0.15414395677647036__0.15414395677647036__0.15414395677647036__0.1461974381795906__0.1461974381795906__0.12467867132690634
94902489,www.stadt-zuerich.ch/geodaten/download/223,Verkehrsmessstellen (OGD) (kantonaler Datensatz),verkehrsmessstellen__anhänger__personenwag__lieferwage__lief)•__pw)•__lw)•__ls)•__lief+)•__anzeigenverkehrsmessstell,0.13434359184070488__0.11668833938938114__0.11267466886860164__0.11267466886860164__0.07082289905945936__0.07082289905945936__0.07082289905945936__0.07082289905945936__0.07082289905945936__0.07082289905945936
94902182,www.stadt-zuerich.ch/geodaten/download/226,Forstkreise (OGD) (kantonaler Datensatz),forstkreis__planungsregion__flughafen__23.05.2019achtung__vorstehend__forstkreisen__forstkreiseinteilung__territorial__einteilungskriterium__bezirksgrenze,0.2259414953684582__0.20495454312104966__0.09794754075724896__0.07940749288484839__0.07940749288484839__0.07940749288484839__0.07940749288484839__0.07940749288484839__0.07940749288484839__0.07940749288484839
94902340,www.stadt-zuerich.ch/geodaten/download/23,Ökomorphologische Erhebung der Seeufer (OGD) (kantonaler Datensatz),seeufer__uferkompartiment__qualitätsklasse__zielhierarchie__wertfunktione__ökomorphologisch__anhand__erhebung__see__zustand,0.20179052969595235__0.10623434858918905__0.10623434858918905__0.10623434858918905__0.10623434858918905__0.10075769388052866__0.0787205679590956__0.0642713177919174__0.0557797767978399__0.0557797767978399
94902262,www.stadt-zuerich.ch/geodaten/download/239,Inventar der geologischen und geomorphologischen Objekte1975/80 (OGD) (kantonaler Datensatz),geologisch__inventar__schwarz-oberholzer__naturschutz__ethz__objekte1975__bedeutend__geomorphologisch__flächig__gertrud,0.2389526632421345__0.12761043570139013__0.08734824217333322__0.08597786806724195__0.08284521496843468__0.08284521496843468__0.07890482811001659__0.07717365479344687__0.07514999914438487__0.07514999914438487
94902305,www.stadt-zuerich.ch/geodaten/download/24,LIDAR Laserscanning-Punktwolke - 2017/2018 (OGD) (kantonaler Datensatz),laserscanning-punktwolke__lidar__produkt__punktwolke__swisssurface3d.__umklassiert__punktdichte__laz__basiern__woraus,0.21321102433800046__0.1778587335490893__0.12413751426695048__0.12025918301869548__0.12025918301869548__0.12025918301869548__0.12025918301869548__0.11562225640748443__0.11202627308726158__0.11202627308726158
94902418,www.stadt-zuerich.ch/geodaten/download/243,Risikokarte Naturgefahren (OGD) (kantonaler Datensatz),risikokarte__projektteil__kulturgüter__naturgefahren__erstellen__risikoart__massenbewegung__anzeigenrisikokart__12.07.2017achtung__dateninhalt,0.22170865661641345__0.16208952155876266__0.15373338860121896__0.14780577107760898__0.09784253913722658__0.08104476077938133__0.08104476077938133__0.08104476077938133__0.08104476077938133__0.07899166698502845
94902196,www.stadt-zuerich.ch/geodaten/download/248,Gebäudevolumen (OGD) (kantonaler Datensatz),m3__volumen__wärmenetze__hektar__gebiet__20’000__kostenanteil__30.05.2014achtung__40’000__80’000,0.19324285494270396__0.15753202114347908__0.14973984372571408__0.13654437899550545__0.08599837393098264__0.07486992186285704__0.07486992186285704__0.07486992186285704__0.07486992186285704__0.07486992186285704
94902046,www.stadt-zuerich.ch/geodaten/download/250,Abflussprozesskarte (OGD) (kantonaler Datensatz),abflussprozesskarte__oberflächenabfluss__15.08.2006achtung__abflussprozes__hof-fläche__hortonsch__tiefenversickerung__anzeigenabflussprozesskarte__drainagen__sättigungsoberflächenabfluss,0.20711303742108667__0.19293413698361717__0.1091853027166665__0.1091853027166665__0.1091853027166665__0.1091853027166665__0.1091853027166665__0.1091853027166665__0.1091853027166665__0.1091853027166665
94902303,www.stadt-zuerich.ch/geodaten/download/255,Lichte Wälder (OGD) (kantonaler Datensatz),wald__lichten__licht__zielart__arteninformation__teilobjekt__punktzahl__aktionsplan__gefährdet__naturschutz,0.19309279848351113__0.1355403757862067__0.13147914762411142__0.12855291977860553__0.0903602505241378__0.08570194651907034__0.08239747008349466__0.06802001283210732__0.06452092154018917__0.059295081425684106
94902217,www.stadt-zuerich.ch/geodaten/download/257,Gewässer-Haupteinzugsgebiete (OGD) (kantonaler Datensatz),einzugsgebiet__01.11.2005achtung__randgebietereuss__haupteinzugsgebiet__einzugsgebeiter__lorze__oberlaufthur__randgebietejonenlimmatzürichseereppischsihljonafurtbachsurbglattgreifenseetöss__hades-atla__abdie,0.14085799581766403__0.10209534799480506__0.10209534799480506__0.10209534799480506__0.10209534799480506__0.10209534799480506__0.10209534799480506__0.10209534799480506__0.10209534799480506__0.10209534799480506
94902226,www.stadt-zuerich.ch/geodaten/download/260,Hinweisflächen für anthropogene Böden (OGD) (kantonaler Datensatz),anthropogen__boden__verändert__27.03.2023achtung__felduntersuchung__datenobjekt__bodenveränderung__bodenqualität__terrainveränderung__orientierend,0.2662881909699686__0.1837587977973091__0.09763022645337673__0.07019055174642846__0.07019055174642846__0.07019055174642846__0.07019055174642846__0.07019055174642846__0.07019055174642846__0.07019055174642846
94902426,www.stadt-zuerich.ch/geodaten/download/261,Schutzwald (OGD) (kantonaler Datensatz),schutzwald__26.04.2017achtung__hangrutsch__schneerutsch__anzeigenschutzwald__dateninhalt__steinschlag__murgang__ogd__zumindest,0.2294175183741268__0.12094371993230753__0.12094371993230753__0.12094371993230753__0.12094371993230753__0.11787987226996555__0.1147087591870634__0.1147087591870634__0.0945263154565712__0.09104217102143596
